--------- beginning of system
01-01 00:00:16.460   249   249 I Vold    : Vold 2.1 (the revenge) firing up
01-01 00:00:16.461   249   249 D Vold    : Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
01-01 00:00:16.461   249   249 I Cryptfs : Check if PFE is activated on Boot
01-01 00:00:18.965   318   318 W Resources: Preloaded drawable resource #0x1080747 (android:drawable/textfield_searchview_right_holo_dark) that varies with configuration!!
01-01 00:00:18.966   318   318 W Resources: Preloaded drawable resource #0x1080744 (android:drawable/textfield_search_selected_holo_light) that varies with configuration!!
01-01 00:00:18.966   318   318 W Resources: Preloaded drawable resource #0x1080736 (android:drawable/textfield_search_default_holo_light) that varies with configuration!!
01-01 00:00:18.966   318   318 W Resources: Preloaded drawable resource #0x1080746 (android:drawable/textfield_searchview_holo_light) that varies with configuration!!
01-01 00:00:18.967   318   318 W Resources: Preloaded drawable resource #0x1080741 (android:drawable/textfield_search_right_selected_holo_light) that varies with configuration!!
01-01 00:00:18.967   318   318 W Resources: Preloaded drawable resource #0x108073f (android:drawable/textfield_search_right_default_holo_light) that varies with configuration!!
01-01 00:00:18.967   318   318 W Resources: Preloaded drawable resource #0x1080748 (android:drawable/textfield_searchview_right_holo_light) that varies with configuration!!
01-01 00:00:18.968   318   318 W Resources: Preloaded drawable resource #0x1080743 (android:drawable/textfield_search_selected_holo_dark) that varies with configuration!!
01-01 00:00:18.968   318   318 W Resources: Preloaded drawable resource #0x1080735 (android:drawable/textfield_search_default_holo_dark) that varies with configuration!!
01-01 00:00:18.968   318   318 W Resources: Preloaded drawable resource #0x1080740 (android:drawable/textfield_search_right_selected_holo_dark) that varies with configuration!!
01-01 00:00:18.968   318   318 W Resources: Preloaded drawable resource #0x108073e (android:drawable/textfield_search_right_default_holo_dark) that varies with configuration!!
01-01 00:00:18.969   318   318 W Resources: Preloaded drawable resource #0x1080744 (android:drawable/textfield_search_selected_holo_light) that varies with configuration!!
01-01 00:00:18.969   318   318 W Resources: Preloaded drawable resource #0x1080736 (android:drawable/textfield_search_default_holo_light) that varies with configuration!!
01-01 00:00:18.969   318   318 W Resources: Preloaded drawable resource #0x1080741 (android:drawable/textfield_search_right_selected_holo_light) that varies with configuration!!
01-01 00:00:18.970   318   318 W Resources: Preloaded drawable resource #0x108073f (android:drawable/textfield_search_right_default_holo_light) that varies with configuration!!
01-01 00:00:18.970   318   318 W Resources: Preloaded drawable resource #0x10806ff (android:drawable/tab_unselected_holo) that varies with configuration!!
01-01 00:00:18.971   318   318 W Resources: Preloaded drawable resource #0x10806fa (android:drawable/tab_selected_holo) that varies with configuration!!
01-01 00:00:18.971   318   318 W Resources: Preloaded drawable resource #0x10806fe (android:drawable/tab_unselected_focused_holo) that varies with configuration!!
01-01 00:00:18.971   318   318 W Resources: Preloaded drawable resource #0x10806f9 (android:drawable/tab_selected_focused_holo) that varies with configuration!!
01-01 00:00:18.972   318   318 W Resources: Preloaded drawable resource #0x1080700 (android:drawable/tab_unselected_pressed_holo) that varies with configuration!!
01-01 00:00:18.972   318   318 W Resources: Preloaded drawable resource #0x10806fb (android:drawable/tab_selected_pressed_holo) that varies with configuration!!
01-01 00:00:18.972   318   318 W Resources: Preloaded drawable resource #0x1080700 (android:drawable/tab_unselected_pressed_holo) that varies with configuration!!
01-01 00:00:18.972   318   318 W Resources: Preloaded drawable resource #0x10806fb (android:drawable/tab_selected_pressed_holo) that varies with configuration!!
01-01 00:00:18.972   318   318 W Resources: Preloaded drawable resource #0x10806ec (android:drawable/tab_indicator_holo) that varies with configuration!!
01-01 00:00:18.973   318   318 W Resources: Preloaded drawable resource #0x10806ff (android:drawable/tab_unselected_holo) that varies with configuration!!
01-01 00:00:18.973   318   318 W Resources: Preloaded drawable resource #0x10806fa (android:drawable/tab_selected_holo) that varies with configuration!!
01-01 00:00:18.973   318   318 W Resources: Preloaded drawable resource #0x10806fe (android:drawable/tab_unselected_focused_holo) that varies with configuration!!
01-01 00:00:18.973   318   318 W Resources: Preloaded drawable resource #0x10806f9 (android:drawable/tab_selected_focused_holo) that varies with configuration!!
01-01 00:00:18.974   318   318 W Resources: Preloaded drawable resource #0x1080700 (android:drawable/tab_unselected_pressed_holo) that varies with configuration!!
01-01 00:00:18.974   318   318 W Resources: Preloaded drawable resource #0x10806fb (android:drawable/tab_selected_pressed_holo) that varies with configuration!!
01-01 00:00:18.975   318   318 W Resources: Preloaded drawable resource #0x10805a0 (android:drawable/quickcontact_badge_overlay_pressed_dark) that varies with configuration!!
01-01 00:00:18.975   318   318 W Resources: Preloaded drawable resource #0x1080597 (android:drawable/quickcontact_badge_overlay_focused_dark) that varies with configuration!!
01-01 00:00:18.976   318   318 W Resources: Preloaded drawable resource #0x108059c (android:drawable/quickcontact_badge_overlay_normal_dark) that varies with configuration!!
01-01 00:00:18.976   318   318 W Resources: Preloaded drawable resource #0x1080596 (android:drawable/quickcontact_badge_overlay_dark) that varies with configuration!!
01-01 00:00:18.976   318   318 W Resources: Preloaded drawable resource #0x108059c (android:drawable/quickcontact_badge_overlay_normal_dark) that varies with configuration!!
01-01 00:00:18.977   318   318 W Resources: Preloaded drawable resource #0x10805a0 (android:drawable/quickcontact_badge_overlay_pressed_dark) that varies with configuration!!
01-01 00:00:18.978   318   318 W Resources: Preloaded drawable resource #0x10805a2 (android:drawable/quickcontact_badge_overlay_pressed_light) that varies with configuration!!
01-01 00:00:18.978   318   318 W Resources: Preloaded drawable resource #0x1080599 (android:drawable/quickcontact_badge_overlay_focused_light) that varies with configuration!!
01-01 00:00:18.979   318   318 W Resources: Preloaded drawable resource #0x108059e (android:drawable/quickcontact_badge_overlay_normal_light) that varies with configuration!!
01-01 00:00:18.979   318   318 W Resources: Preloaded drawable resource #0x108059b (android:drawable/quickcontact_badge_overlay_light) that varies with configuration!!
01-01 00:00:18.979   318   318 W Resources: Preloaded drawable resource #0x108059e (android:drawable/quickcontact_badge_overlay_normal_light) that varies with configuration!!
01-01 00:00:18.980   318   318 W Resources: Preloaded drawable resource #0x10805a2 (android:drawable/quickcontact_badge_overlay_pressed_light) that varies with configuration!!
01-01 00:00:18.980   318   318 W Resources: Preloaded drawable resource #0x10800b6 (android:drawable/ab_share_pack_mtrl_alpha) that varies with configuration!!
01-01 00:00:18.980   318   318 W Resources: Preloaded drawable resource #0x10800bc (android:drawable/ab_solid_shadow_mtrl_alpha) that varies with configuration!!
01-01 00:00:18.980   318   318 W Resources: Preloaded drawable resource #0x10800de (android:drawable/btn_cab_done_mtrl_alpha) that varies with configuration!!
01-01 00:00:18.981   318   318 W Resources: Preloaded drawable resource #0x1080113 (android:drawable/btn_check_to_off_mtrl_000) that varies with configuration!!
01-01 00:00:18.981   318   318 W Resources: Preloaded drawable resource #0x1080114 (android:drawable/btn_check_to_off_mtrl_001) that varies with configuration!!
01-01 00:00:18.982   318   318 W Resources: Preloaded drawable resource #0x1080115 (android:drawable/btn_check_to_off_mtrl_002) that varies with configuration!!
01-01 00:00:18.982   318   318 W Resources: Preloaded drawable resource #0x1080116 (android:drawable/btn_check_to_off_mtrl_003) that varies with configuration!!
01-01 00:00:18.982   318   318 W Resources: Preloaded drawable resource #0x1080117 (android:drawable/btn_check_to_off_mtrl_004) that varies with configuration!!
01-01 00:00:18.983   318   318 W Resources: Preloaded drawable resource #0x1080118 (android:drawable/btn_check_to_off_mtrl_005) that varies with configuration!!
01-01 00:00:18.983   318   318 W Resources: Preloaded drawable resource #0x1080119 (android:drawable/btn_check_to_off_mtrl_006) that varies with configuration!!
01-01 00:00:18.983   318   318 W Resources: Preloaded drawable resource #0x108011a (android:drawable/btn_check_to_off_mtrl_007) that varies with configuration!!
01-01 00:00:18.983   318   318 W Resources: Preloaded drawable resource #0x108011b (android:drawable/btn_check_to_off_mtrl_008) that varies with configuration!!
01-01 00:00:18.984   318   318 W Resources: Preloaded drawable resource #0x108011c (android:drawable/btn_check_to_off_mtrl_009) that varies with configuration!!
01-01 00:00:18.984   318   318 W Resources: Preloaded drawable resource #0x108011d (android:drawable/btn_check_to_off_mtrl_010) that varies with configuration!!
01-01 00:00:18.984   318   318 W Resources: Preloaded drawable resource #0x108011e (android:drawable/btn_check_to_off_mtrl_011) that varies with configuration!!
01-01 00:00:18.985   318   318 W Resources: Preloaded drawable resource #0x108011f (android:drawable/btn_check_to_off_mtrl_012) that varies with configuration!!
01-01 00:00:18.985   318   318 W Resources: Preloaded drawable resource #0x1080120 (android:drawable/btn_check_to_off_mtrl_013) that varies with configuration!!
01-01 00:00:18.985   318   318 W Resources: Preloaded drawable resource #0x1080121 (android:drawable/btn_check_to_off_mtrl_014) that varies with configuration!!
01-01 00:00:18.985   318   318 W Resources: Preloaded drawable resource #0x1080122 (android:drawable/btn_check_to_off_mtrl_015) that varies with configuration!!
01-01 00:00:18.986   318   318 W Resources: Preloaded drawable resource #0x1080123 (android:drawable/btn_check_to_on_mtrl_000) that varies with configuration!!
01-01 00:00:18.986   318   318 W Resources: Preloaded drawable resource #0x1080124 (android:drawable/btn_check_to_on_mtrl_001) that varies with configuration!!
01-01 00:00:18.986   318   318 W Resources: Preloaded drawable resource #0x1080125 (android:drawable/btn_check_to_on_mtrl_002) that varies with configuration!!
01-01 00:00:18.987   318   318 W Resources: Preloaded drawable resource #0x1080126 (android:drawable/btn_check_to_on_mtrl_003) that varies with configuration!!
01-01 00:00:18.987   318   318 W Resources: Preloaded drawable resource #0x1080127 (android:drawable/btn_check_to_on_mtrl_004) that varies with configuration!!
01-01 00:00:18.987   318   318 W Resources: Preloaded drawable resource #0x1080128 (android:drawable/btn_check_to_on_mtrl_005) that varies with configuration!!
01-01 00:00:18.988   318   318 W Resources: Preloaded drawable resource #0x1080129 (android:drawable/btn_check_to_on_mtrl_006) that varies with configuration!!
01-01 00:00:18.989   318   318 W Resources: Preloaded drawable resource #0x108012a (android:drawable/btn_check_to_on_mtrl_007) that varies with configuration!!
01-01 00:00:18.989   318   318 W Resources: Preloaded drawable resource #0x108012b (android:drawable/btn_check_to_on_mtrl_008) that varies with configuration!!
01-01 00:00:18.990   318   318 W Resources: Preloaded drawable resource #0x108012c (android:drawable/btn_check_to_on_mtrl_009) that varies with configuration!!
01-01 00:00:18.991   318   318 W Resources: Preloaded drawable resource #0x108012d (android:drawable/btn_check_to_on_mtrl_010) that varies with configuration!!
01-01 00:00:18.991   318   318 W Resources: Preloaded drawable resource #0x108012e (android:drawable/btn_check_to_on_mtrl_011) that varies with configuration!!
01-01 00:00:18.992   318   318 W Resources: Preloaded drawable resource #0x108012f (android:drawable/btn_check_to_on_mtrl_012) that varies with configuration!!
01-01 00:00:18.992   318   318 W Resources: Preloaded drawable resource #0x1080130 (android:drawable/btn_check_to_on_mtrl_013) that varies with configuration!!
